    3.930468     4.621810     3.570275     2.883951    -0.673983     4.918349     5.551797     5.032180  1
   10.205089    13.812391     8.624990     9.965404    14.424597    18.809852    15.782399    16.609477  1
    9.566467     7.635294     6.665218     8.911402     9.887919     8.603629     7.375940     8.343372  1
    5.551039     3.852337     2.196153     3.665929     0.717696    -0.468322     2.447531     0.342310  1
    6.863966     5.582861     8.342657     6.359106    13.443843    11.073214     8.641296    12.446218  1
    5.452623    11.293252     4.224785     7.501876    13.391146    12.259552    11.459616     9.928620  1
    3.750511     3.275868     6.669868     3.418206    11.072797    12.593093    10.157419    10.468143  1
    2.483729     3.225963     2.924047     3.097747    10.518568    10.050228     8.309913     9.735927  1
    9.485441    11.646562     6.307804    13.875056    15.977330    13.259069    11.698977    14.774178  1
    8.258833     4.734289     5.080582     5.832880    10.721483     9.019178     8.671173     8.067258  1
    5.648086     5.618429     2.849015     4.048708     5.365756     4.900356     6.380152    10.079494  1
    2.883278    -0.587778     2.752886     2.469759     4.431406     4.406280     3.237888     4.075513  1
    1.704542     1.460895     5.994475     3.287557     8.428148     8.089358    10.252175     7.423400  1
    8.849893    11.065131     5.459037     8.241849    12.788774    13.643944    10.039908    10.524454  1
    2.221654     4.130906     3.937953     3.542418    12.189223    13.218848    12.079654    15.994574  1
   -1.516925     1.192962     4.120413     0.684455     7.030730     7.796180     5.797752     7.109439  1
    3.975284     1.690655     2.606644     4.622176    11.461164    15.213613    10.033357    11.841995  1
    7.502275     8.426152     7.031933     7.026971     4.188710     5.367050     4.018785     4.986066  1
    9.629973     9.432480     6.759041     8.030758     9.438211    13.841005     9.976681    10.819878  1
    6.897042     4.767344     8.623229     6.452194     3.726422     6.531102     5.691972     4.022891  1
    3.862161     5.888841     6.366939     6.697758     4.353758     0.429221     5.877372     3.290703  1
    6.218420     5.556457     6.585744     7.144805     8.057952    11.002225     4.224158    10.409502  1
    6.433588     3.833105     6.423991     3.425553    13.377300    14.525160    11.872070    11.358045  1
    6.451539     6.168564     7.743865     4.303539     6.685972     8.416898    10.288353     8.434381  1
    7.563529     6.588416     5.857734     6.101741     2.631824    -2.422346     0.911663     5.795900  1
    0.653382    -0.448715    -0.088873    -2.747307     7.639457     7.946787     6.068098     4.105826  1
   11.138817    11.162390     9.631051     9.883589     6.554429     5.733439     7.745656     8.143663  1
    7.998402     9.488738     6.311786     4.926600     7.199024     8.080309     7.969988     9.846820  1
    3.134710     2.333791     6.287072     6.440538     6.036463     4.118140     3.898094     4.778743  1
    7.169500     9.021217     6.644310    10.031060    10.215868     7.638972     8.397354     9.263974  1
    3.446146     3.488163     5.761527     4.652264     6.554951     5.676856     7.264890     7.601336  1
    7.703108     8.238344     8.008750     6.623864    10.158307    10.725184    11.545920    11.468874  1
   10.140520    10.282648     8.987120     9.425942    12.866099    13.402612     8.851500    14.205406  1
    3.569655     3.364123     8.817839     3.934324     5.481664     3.630249     6.522619     7.236664  1
    6.227475     6.979860     8.820299     7.921066     6.860124     8.457337     6.098562     6.487107  1
    4.417365     2.118321     6.048990     3.688935     3.104635     5.611777     3.966841     3.145659  1
    5.510501     3.943892     2.786638     4.286290     6.008187     4.674389     2.178189     3.541951  1
    8.703761     6.599088     5.814563     7.401002    12.421881    15.997229    11.122704    11.906694  1
    8.492064     7.923021     9.303050     9.173895    13.841924    11.397515    11.541658    11.867760  1
    6.035578     8.229941     7.659759     6.193407     5.595190     7.389714     6.259295     9.681871  1
   -0.349660     4.854300     5.097660     2.128601     8.500253     6.325516     7.026413    11.116692  1
    4.941560     6.410621     4.630808     2.757412     7.049566     7.224784     6.218875     7.953780  1
    8.073473    10.275930     8.957981     7.106874     9.177599     8.767592    11.398215     9.936317  1
    8.096162    10.812800     6.053970    10.798301     6.751704     5.358435     7.113754     6.577369  1
    6.178339     9.852660     8.310953     8.688141     8.329362    10.511085    11.676390     6.636432  1
    0.980124     1.284436     0.069361     2.484553     9.977291     6.123585     9.051245     9.343623  1
    0.178189     2.685453     2.633943     2.336348     1.779978     3.256093     4.277930     1.838196  1
    5.523336     6.644811     2.718705     2.079938    11.640884    15.497783    11.270986    11.090592  1
    2.736983     5.594029     2.253110     3.992357     6.628807     8.610657     6.092683     5.496544  1
    4.300485     0.789083     1.990737     5.107475     7.589658     2.198185     6.908451     5.558050  1
    4.420743     7.400484     5.196826     6.023770     3.771824     1.347511     3.593504     0.671136  1
    6.481262     6.989023     6.432569     7.467810     6.355341     6.866439     8.248091     7.735413  1
    5.939775     5.532593     4.597765     6.360372     2.643663     0.557125     2.812677     4.280079  1
    4.408644     4.530558     4.324281     7.357419     8.094175     5.123823     6.453779     8.494547  1
    2.706103     0.075496     2.037041     3.652209     5.756349     1.478558     4.584247     2.689560  1
    2.893650     4.644358     4.006670     3.070572    12.333248    16.455878    12.747654    11.710744  1
    2.677354     0.414926     2.282521     3.557703    11.508297    15.959818    15.720670    12.880692  1
    9.822537     6.709784     5.254993     4.072002     3.199426     5.768811     4.037869     6.636792  1
    0.701757     1.760024     3.753433     4.421776     5.544486     5.467542     4.450447     3.987035  1
    3.003255     4.451886     6.356524     5.287597     3.792024     4.557505     5.047851     2.554211  1
    9.330924     7.856877     9.278500     7.066939    10.899541    11.041246    11.241443    12.430963  1
   -2.344111    -1.494425     1.282498     1.466878     4.941644     0.134894     8.269908     3.358080  1
    7.945022    10.689678     6.519710     8.473692    10.771268    10.546606    13.003228    10.374956  1
    0.845095    -1.491495     1.299742     3.743545     7.773869     5.627224     6.442061     6.983437  1
    3.257443     6.307265     5.717660     4.011243    11.368366     8.034255     7.566488    12.291838  1
    3.157231     2.226957     2.769776     4.506857     7.251853     6.175481     5.789190     4.886969  1
    2.430439     3.625229     3.188994     2.859411     7.893302     6.622654     9.535231     8.223399  1
    2.454016     2.013776     4.399573     1.193658     4.006570     7.251841     5.886872     6.261952  1
    7.129838     8.255958     8.715281     7.459373    14.657801    13.726579     9.196309    12.160690  1
    0.855051     2.938145     2.283920     1.143231     3.055818    -0.446718     4.237267     3.843154  1
    5.712965     6.351581     6.670231     3.519304    12.011068    12.277240    11.640773    11.423849  1
    7.538910     6.853692     5.910327     5.809352     3.086041     3.177851     4.789297     1.894482  1
    5.064189     3.573853     3.740814     6.669354     7.474950     9.168535    10.742122     8.715760  1
    5.264173     4.938101     4.910136     7.006086     9.589185    11.054499     8.213178     9.725911  1
    3.564682     4.228688     4.262368     1.410611     6.678381     8.086279     1.572324     8.686065  1
    5.124680     5.519594     6.632571     6.959209    12.580091    15.535218     9.735696    10.988361  1
    3.442280     5.176309     2.667718     6.037344     6.299625     2.636757     5.358635     3.867954  1
    7.710012     7.020538     9.220588     6.051720     6.360605     5.834516     6.060673     5.225760  1
    1.320936     2.155791     2.227351     1.270349     3.759534     2.044079     3.738269     3.611519  1
    1.954810     5.072554     4.125632     5.357291     7.771402     6.172336     5.812096     7.236014  1
    5.449885     4.779708     1.901224     2.773343    10.416104    10.791458    10.785691     7.777913  1
    5.667437     5.746898     4.886100     7.069591     4.967221     3.018231     7.432774     5.912962  1
    4.608557     4.791704     4.990843     2.198906     7.137605     6.370986     6.749586     6.207977  1
    5.376465     4.167449     4.602456     3.035142     8.131703     7.398699     9.275921     9.416395  1
    6.048466     8.141710     7.121320     5.492718    12.684761    11.904984    11.363039     9.275106  1
    9.072900    15.138586     8.528611     8.435794    11.047858    16.435297    12.404071    12.032920  1
    6.495319     5.606184     6.613830     7.320348     9.048555    11.096701     7.928606     7.607820  1
    8.221287     7.972564     8.650119     6.922728    12.010853    15.015871    12.198919    12.586105  1
    6.118768     4.801976     1.950688     5.024333     6.929960     6.966403     6.121876     4.292847  1
    5.456347     6.996942     5.313481     6.484202     5.690894     5.940407     6.641737     8.305841  1
    2.538898     3.493838     4.855008     0.004248     4.843458     6.614904     4.245330     6.410869  1
    7.891951     6.756971     7.955175     8.313461     9.380653    11.452258     9.956279    12.967882  1
